	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
765	Honda	City VX CVT	825000	2016	45000	Petrol	Automatic	Mumbai	White	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
766	Hyundai	Santro Magna [2018-2020]	509999	2019	30858	Petrol	Manual	Hyderabad	Silver	First	Individual	1086 cc	68 bhp @ 5500 rpm	99 Nm @ 4500 rpm	FWD	3610.0	1645.0	1560.0	5.0	35.0
768	Hyundai	Grand i10 Sportz 1.2 Kappa VTVT [2016-2017]	650000	2020	37003	Petrol	Manual	Bangalore	Grey	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
770	Maruti Suzuki	Baleno Sigma 1.2	545000	2016	53000	Petrol	Manual	Jalandhar	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
778	Ford	Ecosport Titanium 1.5L Ti-VCT	625000	2019	48422	Petrol	Manual	Kolkata	Blue	First	Individual	1497 cc	121 bhp @ 6500 rpm	150 Nm @ 4500 rpm	FWD	3998.0	1765.0	1647.0	5.0	52.0
781	Maruti Suzuki	Baleno Delta 1.2	484999	2018	62000	Petrol	Manual	Faridabad	Silver	Second	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
782	Audi	A4 30 TFSI Premium Plus	4250000	2020	17000	Petrol	Automatic	Pune	White	First	Individual	1395 cc	148 bhp @ 5000 rpm	250 Nm @ 1500 rpm	FWD	4726.0	1842.0	1427.0	5.0	54.0
784	Hyundai	Creta SX 1.6 (O) Petrol	1275000	2019	44000	Petrol	Manual	Delhi	Grey	First	Individual	1591 cc	122 bhp @ 6400 rpm	151 Nm @ 4850 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
785	Porsche	718 Boxster	9500000	2018	20000	Petrol	Automatic	Delhi	Yellow	First	Individual	1988 cc	295 bhp @ 6500 rpm	380 Nm @ 2150 rpm	RWD	4379.0	1801.0	1281.0	2.0	54.0
790	Maruti Suzuki	DZire VXi AMT	715000	2019	31552	Petrol	Automatic	Mumbai	Brown	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
791	Maruti Suzuki	Wagon R VXI+ AMT	380000	2016	70000	Petrol	Automatic	Ahmedabad	Grey	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3636.0	1475.0	1670.0	5.0	35.0
792	Honda	Brio E MT	375000	2016	35134	Petrol	Manual	Delhi	Silver	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3610.0	1680.0	1500.0	5.0	35.0
795	Maruti Suzuki	Swift ZXi AMT [2018-2019]	695000	2018	8000	Petrol	Automatic	Mumbai	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3840.0	1735.0	1530.0	5.0	37.0
798	Hyundai	i20 Active 1.2 SX	685000	2018	64300	Petrol	Manual	Pune	Brown	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1760.0	1555.0	5.0	40.0
800	Skoda	Octavia 1.8 TSI Ambition Plus AT	1685000	2017	28600	Petrol	Automatic	Mumbai	Grey	First	Individual	1798 cc	177 bhp @ 4500 rpm	250 Nm @ 1250 rpm	FWD	4659.0	1814.0	1476.0	5.0	50.0
806	Maruti Suzuki	Ciaz Zeta 1.4 AT	785000	2017	20000	Petrol	Automatic	Mumbai	Blue	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
809	Hyundai	i20 Sportz 1.2 (O)	335000	2013	80500	Petrol	Manual	Ambala Cantt	White	First	Individual									
810	Jaguar	XJ 3.0 Petrol	2550000	2013	65000	Petrol	Automatic	Mumbai	White	Second	Individual	2995 cc	335 bhp @ 6500 rpm	450 Nm @ 3500 rpm	RWD	5247.0	2110.0	1448.0	5.0	83.0
812	Volkswagen	Polo Highline1.2L (P)	490000	2015	50000	Petrol	Manual	Delhi	White	First	Individual	1198 cc	74 bhp @ 5400 rpm	110 Nm @ 3750 rpm	FWD	3971.0	1682.0	1469.0	5.0	45.0
814	Hyundai	i20 Magna 1.2	250000	2011	75431	Petrol	Manual	Mumbai	Grey	First	Individual									
815	Renault	Kwid 1.0 RXT [2016-2019]	420000	2017	43000	Petrol	Manual	Hyderabad	Grey	UnRegistered Car	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
821	Hyundai	Eon Era +	290000	2018	70000	Petrol	Manual	Kheda	White	First	Individual	814 cc	55 bhp @ 5500 rpm	75 Nm @ 4000 rpm	FWD	3495.0	1550.0	1500.0	5.0	32.0
822	Hyundai	Grand i10 Asta 1.2 Kappa VTVT [2013-2016]	390000	2014	57000	Petrol	Manual	Delhi	Grey	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
823	Toyota	Corolla Altis 1.8 G AT	890000	2014	63000	Petrol	Automatic	Delhi	Grey	First	Individual	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4540.0	1760.0	1480.0	5.0	55.0
824	Honda	City 1.5 EXi	100000	2002	65494	Petrol	Manual	Ranchi	Beige	First	Individual									
825	Maruti Suzuki	Swift LXi	440000	2016	53807	Petrol	Manual	Gurgaon	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
826	Maruti Suzuki	Ciaz Delta 1.4 MT	721000	2018	46000	Petrol	Manual	Noida	White	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
827	Skoda	Octavia 1.8 TSI L&K	1515000	2018	67546	Petrol	Automatic	Ludhiana	Others	Second	Individual	1798 cc	177 bhp @ 5100 rpm	250 Nm @ 1250 rpm	FWD	4670.0	1814.0	1476.0	5.0	50.0
828	Land Rover	Discovery Sport SE R-Dynamic Petrol	7000000	2021	14500	Petrol	Automatic	Delhi	White	First	Individual	1997 cc	245 bhp @ 5500 rpm	365 Nm @ 1500 rpm	AWD	4600.0	2069.0	1724.0	7.0	70.0
829	Honda	City V	949000	2018	37100	Petrol	Manual	Mysore	Grey	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
831	Renault	Kwid RXT [2015-2019]	319000	2018	89059	Petrol	Manual	Zirakpur	Others	First	Individual	799 cc	53 bhp @ 5678 rpm	72 Nm @ 4386 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
834	Maruti Suzuki	Baleno Delta 1.2	685000	2017	58146	Petrol	Manual	Bangalore	Red	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
835	MINI	Cooper S	3900000	2020	13000	Petrol	Automatic	Delhi	Black	First	Individual	1998 cc	189 bhp @	280 Nm @ 1250 rpm		3850.0	1727.0	1414.0	4.0	44.0
841	Hyundai	Creta SX 1.6 (O) Petrol	1115000	2018	37000	Petrol	Manual	Delhi	Black	Second	Individual	1591 cc	122 bhp @ 6400 rpm	151 Nm @ 4850 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
842	Honda	City V CVT Petrol [2017-2019]	761000	2017	38000	Petrol	Automatic	Ahmedabad	Grey	Second	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
843	Maruti Suzuki	Baleno Zeta 1.2	825000	2021	8499	Petrol	Manual	Thane	Yellow	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
845	Honda	Jazz V Petrol	565000	2017	45000	Petrol	Manual	Delhi	Grey	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
846	Mercedes-Benz	S-Class 350	750000	2007	102000	Petrol	Automatic	Pune	Silver	First	Individual	3498 cc	272@6000	350@2400	RWD	5076.0	1871.0	1473.0	5.0	90.0
847	Hyundai	Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT	685000	2021	9232	Petrol	Automatic	Mumbai	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3805.0	1680.0	1520.0	5.0	37.0
848	Maruti Suzuki	Estilo VXi	135000	2008	72542	Petrol	Manual	Mirzapur	Pink	First	Individual	1061 cc	64@6200	84@3500		3495.0	1495.0	1595.0	5.0	35.0
849	Hyundai	Elite i20 Magna Executive 1.2	609000	2018	42601	Petrol	Manual	Udupi	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
855	Honda	Amaze 1.2 S i-VTEC Opt	480000	2016	50000	Petrol	Manual	Guwahati	White	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
860	Maruti Suzuki	Eeco 5 STR WITH A/C+HTR [2019-2020]	422000	2018	12768	Petrol	Manual	Ahmedabad	White	First	Individual	1196 cc	73 bhp @ 6000 rpm	101 Nm @ 3000 rpm	RWD	3675.0	1475.0	1800.0	5.0	40.0
861	Audi	A4 Premium Plus 40 TFSI	4200000	2021	12321	Petrol	Automatic	Delhi	Black	UnRegistered Car	Individual	1984 cc	188 bhp @ 4200 rpm	320 Nm @ 1450 rpm	FWD	4762.0	1847.0	1433.0	5.0	54.0
862	Toyota	Corolla Altis VL AT Petrol	1295000	2018	65100	Petrol	Automatic	Thane	Beige	First	Corporate	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4620.0	1775.0	1475.0	5.0	55.0
863	Hyundai	Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017]	495000	2017	30000	Petrol	Manual	Delhi	Orange	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
864	Tata	Tiago Revotron XTA [2017-2019]	585000	2019	12000	Petrol	Automatic	Mumbai	Silver	First	Individual	1199 cc	84 bhp @ 6000 rpm	114 Nm @ 3500 rpm	FWD	3746.0	1647.0	1535.0	5.0	35.0
867	Skoda	Rapid Elegance 1.6 MPI AT	425000	2013	57000	Petrol	Automatic	Delhi	White	Second	Individual	1598 cc	103 bhp @ 5250 rpm	153 Nm @ 3800 rpm	FWD	4386.0	1699.0	1466.0	5.0	55.0
874	Mercedes-Benz	S-Class 350	1500000	2009	75000	Petrol	Automatic	Chennai	Red	Second	Individual	3498 cc	272@6000	350@2400	RWD	5076.0	1871.0	1473.0	5.0	90.0
878	Honda	Jazz V AT Petrol	595000	2016	80000	Petrol	Automatic	Delhi	Grey	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
881	Maruti Suzuki	Eeco 5 STR WITH A/C+HTR [2019-2020]	328000	2018	26807	Petrol	Manual	Mumbai	Black	Second	Individual	1196 cc	73 bhp @ 6000 rpm	101 Nm @ 3000 rpm	RWD	3675.0	1475.0	1800.0	5.0	40.0
882	Hyundai	Elite i20 Sportz 1.2	625000	2018	23000	Petrol	Manual	Delhi	Red	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	40.0
884	Maruti Suzuki	Baleno Alpha (O) 1.2	975000	2022	5000	Petrol	Manual	Delhi	White	First	Individual									
885	Maruti Suzuki	Swift DZire ZXI	545000	2015	70000	Petrol	Manual	Mohali	Silver	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
886	Volkswagen	Polo Trendline 1.0L (P)	699000	2019	53929	Petrol	Manual	Bangalore	Red	First	Individual	999 cc	75 bhp @ 6200 rpm	95 Nm @ 3000 rpm	FWD	3971.0	1682.0	1469.0	5.0	45.0
887	Maruti Suzuki	Celerio LXi	390000	2014	49580	Petrol	Manual	Coimbatore	White	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3600.0	1600.0	1560.0	5.0	35.0
892	Honda	City 1.5 V AT	550000	2011	69000	Petrol	Automatic	Bangalore	Black	Second	Individual	1497 cc	118@6600	146@4600	FWD	4420.0	1695.0	1480.0	5.0	42.0
893	Jeep	Compass Limited 1.4 Petrol AT [2017-2020]	1350000	2017	70000	Petrol	Automatic	Chennai	Blue	First	Individual	1368 cc	160 bhp @ 5500 rpm	250 Nm @ 2500 rpm	FWD	4395.0	1818.0	1640.0	5.0	60.0
894	Hyundai	i10 Magna 1.2 Kappa2	325000	2013	15780	Petrol	Manual	Thane	Red	First	Individual	1197 cc	79 bhp @ 6000 rpm	112.7619 Nm @ 4000 rpm	FWD	3585.0	1595.0	1550.0	5.0	35.0
897	Maruti Suzuki	Ciaz ZXI+	640000	2016	50800	Petrol	Manual	Lucknow	White	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
899	Toyota	Corolla Altis 1.8 VL AT	450000	2011	95000	Petrol	Automatic	Mumbai	White	First	Individual	1794 cc	132@6000	170@4200	FWD	4540.0	1760.0	1480.0	5.0	55.0
901	Audi	A6 Technology 45 TFSI	5300000	2020	36000	Petrol	Automatic	Chennai	Grey	First	Individual	1984 cc	241 bhp @ 5000 rpm	370 Nm @ 1600 rpm	FWD	4939.0	1886.0	1457.0	5.0	73.0
906	Maruti Suzuki	Alto VXi	245000	2014	31100	Petrol	Manual	Jamshedpur	Maroon	Second	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3620.0	1475.0	1460.0	5.0	35.0
907	Honda	Amaze 1.2 S i-VTEC	475000	2014	65000	Petrol	Manual	Coimbatore	Silver	Second	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
911	Hyundai	Grand i10 Magna 1.2 Kappa VTVT [2013-2016]	545000	2019	28000	Petrol	Manual	Kharar	White	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
915	Renault	Kwid RXT [2015-2019]	315000	2017	15507	Petrol	Manual	Pune	Bronze	First	Individual	799 cc	53 bhp @ 5678 rpm	72 Nm @ 4386 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
917	Honda	City VX	550000	2015	44000	Petrol	Manual	Kolkata	Grey	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
920	Datsun	Redigo T(O) 1.0 [2017-2019]	198000	2017	24000	Petrol	Manual	Faridabad	Red	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3429.0	1560.0	1541.0	5.0	28.0
922	Hyundai	i20 Asta 1.4 AT with AVN	310000	2011	26000	Petrol	Automatic	Mumbai	Silver	First	Individual	1396 cc	100@5500	137@4200		3940.0	1710.0	1505.0	5.0	45.0
923	Renault	Kwid RXT [2015-2019]	315000	2017	15507	Petrol	Manual	Thane	Bronze	First	Individual	799 cc	53 bhp @ 5678 rpm	72 Nm @ 4386 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
924	Honda	City V	775000	2018	39000	Petrol	Manual	Noida	Maroon	Second	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
925	Maruti Suzuki	DZire VXi AMT	625000	2017	58000	Petrol	Automatic	Chennai	Silver	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
929	Maruti Suzuki	Swift ZXi AMT [2018-2019]	725000	2019	11874	Petrol	Automatic	Mumbai	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3840.0	1735.0	1530.0	5.0	37.0
933	Nissan	Magnite XL	625000	2021	28000	Petrol	Manual	Zirakpur	White	First	Corporate	999 cc	71 bhp @ 6250 rpm	96 Nm @ 3500 rpm	FWD	3994.0	1758.0	1572.0	5.0	40.0
934	Maruti Suzuki	Celerio ZXi [2019-2020]	475000	2019	25000	Petrol	Manual	Muzaffurpur	Grey	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3695.0	1600.0	1560.0	5.0	35.0
936	Hyundai	Santro Era	409999	2019	32000	Petrol	Manual	Zirakpur	Silver	First	Individual	1086 cc	68 bhp @ 5500 rpm	99 Nm @ 4500 rpm	FWD	3610.0	1645.0	1560.0	5.0	35.0
937	Hyundai	i20 Sportz 1.2 (O)	275000	2011	45000	Petrol	Manual	Delhi	White	First	Individual									
941	Maruti Suzuki	Ignis Zeta 1.2 AMT	545000	2017	22000	Petrol	Automatic	Delhi	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3700.0	1690.0	1595.0	5.0	32.0
943	Mercedes-Benz	E-Class E 200	2400000	2016	60000	Petrol	Automatic	Nashik	Black	Second	Individual	1991 cc	184 bhp @ 5500 rpm	300 Nm @ 1200 rpm	RWD	4879.0	1854.0	1474.0	5.0	80.0
945	Maruti Suzuki	Swift VXi	465000	2014	75000	Petrol	Manual	Mohali	White	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
948	Honda	WR-V VX MT Petrol	795000	2018	45326	Petrol	Manual	Mumbai	White	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3999.0	1734.0	1601.0	5.0	40.0
951	Mercedes-Benz	GLA 200 Sport	2250000	2015	43200	Petrol	Automatic	Pune	Silver	First	Corporate	1991 cc	181 bhp @ 5500 rpm	300 Nm @ 1200 rpm	FWD	4424.0	1804.0	1494.0	5.0	50.0
952	Honda	City VX CVT Petrol [2017-2019]	1050000	2017	29386	Petrol	Automatic	Bangalore	Silver	Second	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
953	Hyundai	Grand i10 Asta 1.2 Kappa VTVT [2013-2016]	765000	2021	18105	Petrol	Manual	Bangalore	Silver	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
956	Maruti Suzuki	Eeco 7 STR [2019-2020]	509999	2019	40000	Petrol	Manual	Thane	Silver	First	Individual	1196 cc	73 bhp @ 6000 rpm	101 Nm @ 3000 rpm	RWD	3675.0	1475.0	1800.0	7.0	40.0
959	Honda	City 1.5 V AT	495000	2012	65001	Petrol	Automatic	Pune	Red	First	Individual	1497 cc	116 bhp @ 6600 rpm	146 Nm @ 4800 rpm	FWD	4440.0	1695.0	1485.0	5.0	42.0
961	Hyundai	Grand i10 Magna 1.2 Kappa VTVT [2013-2016]	495000	2018	45000	Petrol	Manual	Mumbai	White	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
967	Hyundai	Santro Sportz AMT [2018-2020]	434999	2019	34400	Petrol	Automatic	Ranchi	Silver	First	Individual	1086 cc	68 bhp @ 5500 rpm	99 Nm @ 4500 rpm	FWD	3610.0	1645.0	1560.0	5.0	35.0
968	Hyundai	Venue SX (O) 1.0 Turbo iMT	1070000	2021	8800	Petrol	Manual	Delhi	White	First	Individual	998 cc	118 bhp @ 6000 rpm	172 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
969	Honda	City ZX CVT Petrol	1530000	2022	2000	Petrol	Automatic	Delhi	Grey	First	Individual	1498 cc	119 bhp @ 6600 rpm	145 Nm @ 4300 rpm	FWD	4549.0	1748.0	1489.0	5.0	40.0
971	Hyundai	Verna 1.6 VTVT SX	645000	2016	45000	Petrol	Manual	Delhi	White	First	Individual	1591 cc	121 bhp @ 6300 rpm	158 Nm @ 4200 rpm	FWD	4375.0	1700.0	1475.0	5.0	43.0
975	Honda	City V Petrol	1095000	2022	2700	Petrol	Manual	Delhi	Silver	First	Individual	1497 cc	118 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
977	Rolls-Royce	Ghost 6.5	18000000	2011	60000	Petrol	Automatic	Mumbai	Maroon	Second	Corporate	6592 cc	570 bhp @ 5250 rpm	780 Nm @ 1500 rpm	RWD	5399.0	1948.0	1550.0	5.0	82.5
979	Skoda	Superb L&K TSI AT	1500000	2016	70000	Petrol	Automatic	Raipur	White	Second	Individual	1798 cc	177 bhp @ 5100 rpm	250 Nm @ 1250 rpm	FWD	4861.0	1864.0	1483.0	5.0	66.0
982	Honda	City V	850000	2018	52890	Petrol	Manual	Gurgaon	Silver	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
984	Hyundai	Elite i20 Asta 1.2	675000	2017	48591	Petrol	Manual	Hyderabad	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
986	Hyundai	Eon Era +	210000	2014	48000	Petrol	Manual	Lucknow	Red	First	Individual	814 cc	55 bhp @ 5500 rpm	75 Nm @ 4000 rpm	FWD	3495.0	1550.0	1500.0	5.0	32.0
987	Tata	Nexon XM	760000	2018	20251	Petrol	Manual	Pune	Grey	First	Individual	1198 cc	108 bhp @ 5000 rpm	170 Nm @ 1750 rpm	FWD	3994.0	1811.0	1607.0	5.0	44.0
989	Maruti Suzuki	Swift VXi	340000	2013	66000	Petrol	Manual	Meerut	White	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
991	Nissan	Teana 250XL	550000	2013	33000	Petrol	Automatic	Pune	Red	First	Individual									
992	Honda	City S Petrol	695000	2017	51292	Petrol	Manual	Thane	White	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
994	Toyota	Glanza V	735000	2019	55000	Petrol	Manual	Jaipur	Silver	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1745.0	1510.0	5.0	37.0
995	Mercedes-Benz	E-Class E 200 Avantgarde	1300000	1988	71000	Petrol	Automatic	Dehradun	Red	Third	Individual	1991 cc	181 bhp @ 5500 rpm	300 Nm @ 1200 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
997	Honda	City V	685000	2016	68500	Petrol	Manual	Ahmedabad	Bronze	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
1000	Toyota	Glanza G	700000	2019	19244	Petrol	Manual	Zirakpur	Red	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1745.0	1510.0	5.0	37.0
1001	Maruti Suzuki	Wagon R VXi 1.2	550000	2020	19000	Petrol	Manual	Varanasi	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3655.0	1620.0	1675.0	5.0	32.0
1005	Maruti Suzuki	Swift VXi	425000	2015	80000	Petrol	Manual	Noida	White	Second	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
1006	Lexus	NX 300h Luxury [2017-2020]	4375000	2018	54500	Petrol	Automatic	Delhi	Black	Second	Individual	2494 cc	194 bhp @ 5700 rpm	210 Nm @ 4200 rpm	AWD	4640.0	1845.0	1645.0	5.0	56.0
1008	Mercedes-Benz	GLC 200 Progressive	6600000	2021	16785	Petrol	Automatic	Bangalore	White	First	Individual	1991 cc	194 bhp @ 5500 rpm	320 Nm @ 1650 rpm	RWD	4658.0	1890.0	1644.0	5.0	66.0
1011	Hyundai	Elite i20 Sportz 1.2 [2016-2017]	695000	2019	42678	Petrol	Manual	Mumbai	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
1012	Honda	City 1.5 V AT	245000	2010	95000	Petrol	Automatic	Gurgaon	Grey	Second	Individual	1497 cc	118@6600	146@4600	FWD	4420.0	1695.0	1480.0	5.0	42.0
1014	Volkswagen	Taigun Highline 1.0 TSI AT	1500000	2021	31000	Petrol	Automatic	Hyderabad	Silver	First	Individual	999 cc	114 bhp @ 5000 rpm	178 Nm @ 1750 rpm	FWD	4221.0	1760.0	1612.0	5.0	50.0
1015	Maruti Suzuki	Alto VXi	270000	2014	82682	Petrol	Manual	Pune	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3620.0	1475.0	1460.0	5.0	35.0
1017	MG	Hector Plus Sharp 1.5 DCT Petrol	1875000	2021	10000	Petrol	Automatic	Faridabad	Red	First	Individual	1451 cc	141 bhp @ 5000 rpm	250 Nm @ 1600 rpm	FWD	4720.0	1835.0	1760.0	6.0	60.0
1018	Renault	Kwid RXT [2015-2019]	254999	2016	57159	Petrol	Manual	Varanasi	Silver	First	Individual	799 cc	53 bhp @ 5678 rpm	72 Nm @ 4386 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
1022	Honda	City 1.5 V AT	475000	2012	40000	Petrol	Automatic	Pune	Red	Second	Individual	1497 cc	116 bhp @ 6600 rpm	146 Nm @ 4800 rpm	FWD	4440.0	1695.0	1485.0	5.0	42.0
1023	Hyundai	Elite i20 Sportz 1.2 (O)	650000	2020	58100	Petrol	Manual	Lucknow	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
1027	Mercedes-Benz	C-Class C 200 Avantgarde	2385000	2015	60921	Petrol	Automatic	Pune	Black	Second	Individual	1991 cc	181 bhp @ 5500 rpm	300 Nm @ 1200 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
1029	Hyundai	Verna Fluidic 1.6 VTVT SX Opt	380000	2012	53000	Petrol	Manual	Mumbai	Grey	First	Corporate	1591 cc	121 bhp @ 6300 rpm	158 Nm @ 4200 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
1030	Renault	Kwid 1.0 RXT [2016-2019]	295000	2016	34736	Petrol	Manual	Hyderabad	Red	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
1033	Volkswagen	Vento Highline Petrol	275000	2011	80000	Petrol	Manual	Delhi	White	Second	Individual									
