	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
1566	Toyota	Innova ZX 2.4 AT 7 STR	2850000	2022	16000	Diesel	Automatic	Ludhiana	White	First	Individual	2393 cc	148 bhp @ 3400 rpm	360 Nm @ 1400 rpm	RWD	4735.0	1830.0	1795.0	7.0	55.0
1568	Nissan	Sunny XV Diesel	380000	2013	35000	Diesel	Manual	Kanpur	Grey	First	Individual	1461 cc	85 bhp @ 3750 rpm	200 Nm @ 2000 rpm	FWD	4425.0	1695.0	1505.0	5.0	41.0
1573	Volkswagen	Vento Highline Diesel AT	685000	2015	85000	Diesel	Automatic	Pune	Grey	First	Individual	1498 cc	103 bhp @ 4400 rpm	250 Nm @ 1500 rpm	FWD	4384.0	1699.0	1466.0	5.0	55.0
1577	Audi	Q5 2.0 TDI quattro Technology Pack	2690000	2016	57000	Diesel	Automatic	Gurgaon	White	First	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4629.0	1898.0	1653.0	5.0	75.0
1579	Audi	Q5 3.0 TDI quattro	825000	2009	63300	Diesel	Automatic	Delhi	White	First	Individual	2967 cc	240@4000	500@1500		4628.0	1879.0	1651.0	5.0	75.0
1581	Hyundai	Verna Fluidic 1.6 CRDi SX Opt	525000	2014	64000	Diesel	Manual	Ahmedabad	White	Second	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
1583	Mercedes-Benz	CLA 200 CDI Sport (CBU)	2825000	2018	23000	Diesel	Automatic	Mumbai	Red	First	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1600 rpm	FWD	4630.0	1777.0	1432.0	5.0	
1584	Mahindra	XUV500 W10	1090000	2017	144933	Diesel	Manual	Nashik	White	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1587	Hyundai	Tucson GL 2WD AT Diesel	2089999	2019	31000	Diesel	Automatic	Delhi	White	First	Individual	1995 cc	182 bhp @ 4000 rpm	400 Nm @ 1750 rpm	FWD	4475.0	1850.0	1660.0	5.0	62.0
1588	Maruti Suzuki	Swift DZire VDI	500000	2015	50000	Diesel	Manual	Dehradun	Silver	Second	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
1589	Maruti Suzuki	Swift DZire VDI	400000	2015	65000	Diesel	Manual	Delhi	Silver	Second	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
1591	Mahindra	XUV300 1.5 W6 [2019-2020]	965000	2021	27000	Diesel	Manual	Delhi	Black	First	Individual	1497 cc	115 bhp @ 3750 rpm	300 Nm @ 1500 rpm	FWD	3995.0	1821.0	1627.0	5.0	42.0
1592	Hyundai	Creta E Plus 1.4 CRDI	825000	2017	62000	Diesel	Manual	Dehradun	White	First	Individual	1396 cc	89 bhp @ 4000 rpm	224 Nm @ 1500 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1594	Mahindra	Bolero SLE BS IV	525000	2015	39234	Diesel	Manual	Patna	White	Second	Individual	2523 cc	63 bhp @ 3200 rpm	195 Nm @ 1400 rpm	RWD	4107.0	1745.0	1880.0	7.0	60.0
1595	Ford	Ecosport Trend 1.5 TDCi	285000	2013	72000	Diesel	Manual	Faridabad	Silver	First	Individual	1498 cc	89 bhp @ 3750 rpm	204 Nm @ 2000 rpm	FWD	3999.0	1765.0	1708.0	5.0	52.0
1596	Chevrolet	Beat LT Diesel	229999	2011	41215	Diesel	Manual	Hyderabad	Silver	First	Individual	936 cc	58 bhp @ 4000 rpm	150 Nm @ 1750 rpm	FWD	3640.0	1595.0	1520.0	5.0	35.0
1599	Maruti Suzuki	Vitara Brezza ZDi Plus AGS	1011000	2019	74179	Diesel	Automatic	Mumbai	Silver	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1600	Mercedes-Benz	GLC 220d 4MATIC Progressive [2019-2021]	6500000	2020	13000	Diesel	Automatic	Mumbai	Silver	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	AWD	4658.0	1890.0	1644.0	5.0	66.0
1601	Maruti Suzuki	S-Cross Alpha 1.6	1063000	2019	31056	Diesel	Manual	Hyderabad	Others	First	Individual	1598 cc	118 bhp @ 3750 rpm	320 Nm @ 1750 rpm	FWD	4300.0	1765.0	1590.0	5.0	48.0
1603	Mercedes-Benz	E-Class E 220 d Avantgarde	7475000	2021	13000	Diesel	Automatic	Delhi	Black	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
1604	Mercedes-Benz	GLC 220d 4MATIC Progressive	7000000	2021	19000	Diesel	Automatic	Mumbai	Black	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	AWD	4658.0	1890.0	1644.0	5.0	66.0
1605	Audi	Q5 2.0 TDI quattro Premium	2175000	2015	152000	Diesel	Automatic	Surat	White	First	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4629.0	1898.0	1653.0	5.0	75.0
1607	Audi	A3 35 TDI Technology + Sunroof	1525000	2016	32000	Diesel	Automatic	Delhi	Red	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
1609	Hyundai	Verna SX Plus 1.6 CRDi AT	1123000	2017	80000	Diesel	Automatic	Bangalore	Silver	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4440.0	1729.0	1475.0	5.0	45.0
1611	BMW	5-Series 530d M Sport [2013-2017]	5250000	2018	21000	Diesel	Automatic	Chennai	Blue	First	Individual	2993 cc	258 bhp @ 4000 rpm	560 Nm @ 1500 rpm	RWD	4899.0	2094.0	1464.0	5.0	65.0
1612	Honda	Amaze 1.5 VX i-DTEC	515000	2015	63587	Diesel	Manual	Mumbai	Brown	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
1614	Maruti Suzuki	Vitara Brezza VDi	865000	2018	53694	Diesel	Manual	Pune	Grey	Second	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1615	Maruti Suzuki	Swift DZire VDi	365000	2009	140000	Diesel	Manual	Coimbatore	White	Second	Individual	1248 cc	75@4000	190@2000	FWD	4160.0	1690.0	1530.0	5.0	43.0
1616	Mercedes-Benz	GL-Class 350 CDI	3390000	2015	91100	Diesel	Automatic	Delhi	Silver	First	Individual	2987 cc	258 bhp @ 3600 rpm	619 Nm @ 1600 rpm	AWD	5120.0	1934.0	1850.0	7.0	100.0
1617	Audi	A6 2.0 TDI Premium Plus	1450000	2014	58000	Diesel	Automatic	Delhi	Black	Second	Individual	1968 cc	177 bhp @ 3750 rpm	380 Nm @ 1750 rpm	FWD	4915.0	1874.0	1455.0	5.0	65.0
1618	Hyundai	i20 Asta 1.4 CRDI	434999	2012	76148	Diesel	Manual	Hyderabad	Silver	First	Individual	1396 cc	90@4000	220@1750		3940.0	1710.0	1505.0	5.0	45.0
1619	Mahindra	Scorpio S2	650000	2015	104000	Diesel	Manual	Roorkee	White	First	Individual	2523 cc	75 bhp @ 3200 rpm	200 Nm @ 1400 rpm	RWD	4456.0	1820.0	1930.0	8.0	60.0
1620	Audi	A4 2.0 TDI (177bhp) Premium Plus	1175000	2013	50000	Diesel	Automatic	Pune	White	First	Individual	1968 cc	177 bhp @ 4200 rpm	380 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
1622	Renault	Duster 85 PS RxL Diesel	525000	2014	48000	Diesel	Manual	Patna	Silver	First	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1624	Mercedes-Benz	A-Class Sedan 200d	4200000	2021	5600	Diesel	Automatic	Delhi	Grey	UnRegistered Car	Individual	1950 cc	147 bhp @ 3400 rpm	320 Nm @ 1400 rpm	FWD	4549.0	1796.0	1446.0	5.0	43.0
1626	Hyundai	Creta SX 1.6 CRDi	1275000	2019	58900	Diesel	Manual	Agra	White	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
1627	Jeep	Compass Longitude (O) 2.0 Diesel [2017-2020]	1585000	2019	65000	Diesel	Manual	Mohali	White	First	Individual					4395.0	1818.0	1640.0	5.0	60.0
1628	Toyota	Innova 2.5 V 7 STR	960000	2012	222000	Diesel	Manual	Hyderabad	Silver	First	Individual	2494 cc	102@5600	200@1400		4555.0	1770.0	1755.0	7.0	55.0
1629	Land Rover	Discovery Sport HSE Luxury	3900000	2016	20000	Diesel	Automatic	Hyderabad	Grey	First	Individual	1999 cc	177 bhp @ 4000 rpm	430 Nm @ 1750 rpm	AWD	4600.0	2069.0	1690.0	7.0	65.0
1631	Mahindra	Bolero SLE BS III	650000	2017	62000	Diesel	Manual	Lucknow	White	First	Individual	2523 cc	63 bhp @ 3200 rpm	195 Nm @ 1400 rpm	RWD	4107.0	1745.0	1880.0	7.0	
1636	Toyota	Innova 2.5 ZX 7 STR BS-IV	1000000	2014	158690	Diesel	Manual	Ahmedabad	Silver	Second	Individual	2494 cc	100 bhp @ 3600 rpm	200 Nm @ 1400 rpm	RWD	4585.0	1760.0	1760.0	7.0	55.0
1637	Mercedes-Benz	GLE 350 d	5000000	2016	61000	Diesel	Automatic	Mumbai	Grey	First	Individual	2987 cc	255 bhp @ 3400 rpm	620 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
1638	Maruti Suzuki	Ciaz ZDi (O) [2014-2015]	635000	2016	92000	Diesel	Manual	Mohali	White	Second	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
1641	Mahindra	XUV500 W6 2013	865000	2017	93000	Diesel	Manual	Ahmedabad	White	First	Individual	2179 cc	140 bhp @ 3750 rpm	330 Nm @ 2800 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1642	Audi	A4 2.0 TDI (143bhp)	1380000	2014	100000	Diesel	Automatic	Bangalore	Black	First	Individual	1968 cc	141 bhp @ 4200 rpm	320 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
1646	Tata	Hexa XM 4x2 7 STR	850000	2018	65000	Diesel	Manual	Patna	White	First	Individual	2179 cc	154 bhp @ 4000 rpm	400 Nm @ 1700 rpm	RWD	4788.0	1903.0	1791.0	7.0	60.0
1647	Toyota	Fortuner 3.0 4x4 MT	1750000	2013	95000	Diesel	Manual	Chennai	White	Second	Individual	2982 cc	169 bhp @ 3600 rpm	343 Nm @ 1400 rpm	AWD	4705.0	1840.0	1850.0	7.0	80.0
1648	Maruti Suzuki	Ritz Vdi BS-IV	275000	2013	85785	Diesel	Manual	Ambala Cantt	Silver	Second	Individual	1248 cc	73 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3775.0	1680.0	1620.0	5.0	43.0
1651	Toyota	Innova 2.8 ZX AT 7 STR [2016-2020]	2295000	2019	26000	Diesel	Automatic	Mumbai	Silver	First	Individual	2755 cc	172 bhp @ 3400 rpm	360 Nm @ 1200 rpm	RWD	4735.0	1830.0	1795.0	7.0	55.0
1653	Tata	Nexon XM Diesel	725000	2018	65000	Diesel	Manual	Amritsar	White	Second	Individual	1497 cc	108 bhp @ 3750 rpm	260 Nm @ 1500 rpm	FWD	3994.0	1811.0	1607.0	5.0	44.0
1658	Mahindra	XUV300 1.5 W6 [2019-2020]	1080000	2020	52000	Diesel	Manual	Lucknow	White	First	Individual	1497 cc	115 bhp @ 3750 rpm	300 Nm @ 1500 rpm	FWD	3995.0	1821.0	1627.0	5.0	42.0
1659	Toyota	Etios GD	299000	2013	90000	Diesel	Manual	Bulandshahar	Blue	Third	Individual	1364 cc	68 bhp @ 3600 rpm	170 Nm @ 2400 rpm	FWD	4265.0	1695.0	1510.0	5.0	45.0
1662	Mahindra	Scorpio S10	875000	2015	67000	Diesel	Manual	Varanasi	White	First	Individual	2179 cc	120 bhp @ 4000 rpm	280 Nm @ 1800 rpm	RWD	4456.0	1820.0	1995.0	8.0	60.0
1663	Hyundai	Venue SX 1.4 CRDi	1175000	2021	37556	Diesel	Manual	Nashik	White	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
1667	MG	Hector Sharp 2.0 Diesel [2019-2020]	1725000	2019	23952	Diesel	Manual	Bangalore	Red	First	Individual	1956 cc	169 bhp @ 3750 rpm	350 Nm @ 1750 rpm	FWD	4655.0	1835.0	1760.0	5.0	60.0
1671	Maruti Suzuki	Ciaz VDi+ SHVS	591000	2015	65000	Diesel	Manual	Ahmedabad	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
1672	Mercedes-Benz	GLE 250 d	4200000	2018	102000	Diesel	Automatic	Patna	Black	First	Individual	2143 cc	201 bhp @ 3800 rpm	500 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
1677	BMW	3-Series 320d Luxury Line [2014-2016]	3750000	2019	42500	Diesel	Automatic	Delhi	White	First	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	RWD	4624.0	2031.0	1429.0	5.0	
1678	BMW	5-Series 530d M Sport [2013-2017]	1600000	2013	80000	Diesel	Automatic	Delhi	Blue	Second	Individual	2993 cc	258 bhp @ 4000 rpm	560 Nm @ 1500 rpm	RWD	4899.0	2094.0	1464.0	5.0	65.0
1680	Honda	City S Diesel	250000	2017	132683	Diesel	Manual	Kolkata	Bronze	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
1681	Renault	Duster 85 PS Sandstorm Edition Diesel	625000	2017	81000	Diesel	Manual	Mohali	White	First	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1683	BMW	5-Series 520d Luxury Line [2017-2019]	4800000	2019	30000	Diesel	Automatic	Delhi	Black	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4936.0	1868.0	1479.0	5.0	65.0
1685	BMW	X1 sDrive20d xLine	2800000	2017	29000	Diesel	Automatic	Bangalore	Brown	Second	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
1687	Land Rover	Discovery Sport HSE Luxury 7-Seater	4575000	2019	50000	Diesel	Automatic	Karnal	Blue	First	Individual	2179 cc	188 bhp @ 3500 rpm	420 Nm @ 1750 rpm	AWD	4600.0	2069.0	1724.0	7.0	65.0
1688	Audi	Q3 35 TDI Premium + Sunroof	1950000	2016	84878	Diesel	Automatic	Nashik	White	Second	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
1689	BMW	5-Series 520d Luxury Line [2017-2019]	4800000	2019	31000	Diesel	Automatic	Delhi	Black	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4936.0	1868.0	1479.0	5.0	65.0
1690	Toyota	Innova 2.4 VX 8 STR [2016-2020]	1998999	2019	71063	Diesel	Manual	Navi Mumbai	Silver	First	Individual	2393 cc	148 bhp @ 3400 rpm	343 Nm @ 1400 rpm	RWD	4735.0	1830.0	1795.0	8.0	55.0
1692	Hyundai	Verna Fluidic 1.6 CRDi SX	415000	2014	62000	Diesel	Manual	Delhi	Silver	Second	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
1693	Hyundai	i20 Magna (O) 1.4 CRDI	375000	2012	82000	Diesel	Manual	Chandigarh	White	First	Individual	1336 cc	89 bhp @ 4000 rpm	219.744 Nm @ 1500 rpm	FWD	3995.0	1710.0	1505.0	5.0	45.0
1696	Maruti Suzuki	Vitara Brezza VDi (O) [2016-2018]	975000	2019	58000	Diesel	Manual	Mumbai	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1699	Jaguar	XJ 3.0 V6 Portfolio	3150000	2014	66500	Diesel	Automatic	Delhi	White	First	Individual	2993 cc	271 bhp @ 4000 rpm	600 Nm @ 2000 rpm	RWD	5252.0	1899.0	1457.0	5.0	83.0
1700	Mahindra	XUV500 W9 [2018-2020]	1115000	2018	58590	Diesel	Manual	Kolkata	Grey	First	Individual	2179 cc	153 bhp @ 3750 rpm	360 Nm @ 1750 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1705	Audi	A4 35 TDI Premium	1950000	2016	57057	Diesel	Automatic	Ludhiana	White	First	Individual	1968 cc	177 bhp @ 4200 rpm	380 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
1706	Maruti Suzuki	Swift DZire VDI	500000	2015	90000	Diesel	Manual	Ludhiana	White	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
1709	Mahindra	Thar LX 4-STR Convertible Diesel MT	1700000	2021	17000	Diesel	Manual	Karnal	Silver	First	Individual	2184 cc	130 bhp @ 3750 rpm	300 Nm @ 1600 rpm	AWD	3985.0	1820.0	1855.0	4.0	57.0
1711	Ford	Endeavour Titanium 2.0 4x2 AT	3800000	2020	20000	Diesel	Automatic	Karnal	Black	First	Individual	1996 cc	168 bhp @ 3500 rpm	420 Nm @ 2000 rpm	RWD	4903.0	1869.0	1837.0	7.0	80.0
1712	Toyota	Fortuner 2.8 4x2 AT [2016-2020]	3290000	2018	51000	Diesel	Automatic	Mumbai	White	First	Individual	2755 cc	174 bhp @ 3400 rpm	450 Nm @ 1600 rpm	RWD	4795.0	1855.0	1835.0	7.0	80.0
1713	Mercedes-Benz	C-Class C 220d Progressive [2018-2019]	4250000	2018	24000	Diesel	Automatic	Hyderabad	White	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
1715	Renault	Duster 110 PS RXL 4X2 AMT [2016-2017]	775000	2017	67000	Diesel	Automatic	Mumbai	White	First	Individual	1461 cc	108 bhp @ 3900 rpm	248 Nm @ 2250 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1718	BMW	5-Series 520d Luxury Line [2017-2019]	4500000	2018	49500	Diesel	Automatic	Hyderabad	Black	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4936.0	1868.0	1479.0	5.0	65.0
1722	Hyundai	Creta 1.6 SX	1750000	2021	14000	Diesel	Manual	Chennai	Black	First	Individual	1582 cc	126 bhp @ 4000 rpm	265 Nm @ 1900 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1723	Nissan	Terrano XL D Plus	590000	2014	55000	Diesel	Manual	Lucknow	Grey	Second	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4331.0	1822.0	1671.0	5.0	50.0
1725	Hyundai	Creta SX (O) 1.5 Diesel [2020-2022]	1725000	2020	35000	Diesel	Manual	Dehradun	White	First	Individual	1493 cc	113 bhp @ 4000 rpm	250 Nm @ 1500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
1727	Mercedes-Benz	CLS 300d [2018-2019]	6975000	2020	15200	Diesel	Automatic	Delhi	White	First	Individual	1950 cc	241 bhp @ 4200 rpm	500 Nm @ 1600 rpm	RWD	4988.0	1890.0	1435.0	5.0	66.0
1728	Toyota	Fortuner 3.0 4x2 MT	1375000	2013	83000	Diesel	Manual	Jalandhar	White	First	Individual	2982 cc	169 bhp @ 3600 rpm	343 Nm @ 1400 rpm	RWD	4705.0	1840.0	1850.0	7.0	80.0
1729	Honda	Amaze 1.5 S i-DTEC	425000	2014	75000	Diesel	Manual	Amritsar	Brown	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
1730	Toyota	Innova 2.8 GX AT 8 STR [2016-2020]	2196000	2019	42794	Diesel	Automatic	Bangalore	White	First	Individual	2755 cc	172 bhp @ 3400 rpm	360 Nm @ 1200 rpm	RWD	4735.0	1830.0	1795.0	8.0	55.0
1731	Mercedes-Benz	V-Class Elite LWB	6300000	2020	40000	Diesel	Automatic	Delhi	Silver	First	Corporate	1950 cc	161 bhp @ 4200 rpm	380 Nm @ 1200 rpm	RWD	5140.0	1928.0	1901.0	6.0	57.0
1734	Audi	A3 35 TDI Premium Plus + Sunroof	2950000	2018	17300	Diesel	Automatic	Bangalore	Red	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
1735	Mahindra	Scorpio S6 Plus Intelli-Hybrid	985000	2017	68000	Diesel	Manual	Delhi	White	First	Individual	2179 cc	120 bhp @ 4000 rpm	280 Nm @ 1800 rpm	RWD	4456.0	1820.0	1995.0	8.0	60.0
1740	Maruti Suzuki	Ertiga VDI SHVS	740000	2017	88000	Diesel	Manual	Mohali	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4296.0	1695.0	1685.0	7.0	45.0
1747	BMW	X1 sDrive20d	3250000	2020	32005	Diesel	Automatic	Bangalore	Blue	Second	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	RWD	4454.0	1798.0	1545.0	5.0	61.0
1748	Ford	Endeavour Titanium 3.2 4x4 AT	3450000	2018	35000	Diesel	Automatic	Ludhiana	White	First	Individual	3198 cc	197 bhp @ 3000 rpm	470 Nm @ 1750 rpm	AWD	4892.0	1860.0	1837.0	7.0	80.0
1750	Mahindra	TUV300 T8	600000	2016	92000	Diesel	Manual	Kanpur	White	Second	Individual	1493 cc	84 bhp @ 3750 rpm	230 Nm @ 1500 rpm	RWD	3995.0	1835.0	1839.0	7.0	60.0
1754	Toyota	Innova 2.8 ZX AT 7 STR [2016-2020]	1850000	2016	72000	Diesel	Automatic	Ludhiana	White	First	Individual	2755 cc	172 bhp @ 3400 rpm	360 Nm @ 1200 rpm	RWD	4735.0	1830.0	1795.0	7.0	55.0
1758	Mahindra	Scorpio SLE BS-IV	675000	2014	78000	Diesel	Manual	Ludhiana	White	Second	Individual	2179 cc	120 bhp @ 4000 rpm	290 Nm @ 1800 rpm	RWD	4430.0	1817.0	1975.0	8.0	60.0
1761	Tata	Safari 2.2 VX 4x2 Varicor400	2200000	2021	32000	Diesel	Manual	Patna	Green	First	Individual	2179 cc	154 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4655.0	1965.0	1922.0	7.0	63.0
1762	Mahindra	XUV500 W10	1075000	2015	138000	Diesel	Manual	Bangalore	Silver	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1763	Maruti Suzuki	DZire LDi	560000	2018	84500	Diesel	Manual	Ambala Cantt	White	Third	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
1765	Volvo	S90 Momentum D4 [2018-2020]	4175000	2018	20000	Diesel	Automatic	Delhi	White	First	Individual	1969 cc	190 bhp @ 4250 rpm	400 Nm @ 1750 rpm	FWD	4963.0	1879.0	1443.0	5.0	55.0
1767	Hyundai	Verna EX 1.6 CRDi [2017-2018]	810000	2018	73000	Diesel	Manual	Pune	Red	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4440.0	1729.0	1475.0	5.0	45.0
1770	Mercedes-Benz	GLE 300d 4MATIC LWB	8900000	2021	9000	Diesel	Automatic	Delhi	Black	First	Individual	1950 cc	241 bhp @ 4200 rpm	500 Nm @ 1600 rpm	AWD	4924.0	2157.0	1772.0	5.0	93.0
1771	Porsche	Panamera 3.0 Diesel	5590000	2015	33000	Diesel	Automatic	Delhi	White	First	Individual									
1772	Maruti Suzuki	Swift VDi	425000	2015	36528	Diesel	Manual	Varanasi	Blue	Third	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
1775	Volvo	XC60 Inscription	1950000	2016	79000	Diesel	Automatic	Ahmedabad	White	First	Individual	2400 cc	215 bhp @ 4000 rpm	440 Nm @ 1500 rpm	AWD	4644.0	1891.0	1713.0	5.0	70.0
1776	BMW	X3 xDrive-20d xLine	5300000	2019	15087	Diesel	Automatic	Mumbai	Blue	First	Corporate	1995 cc	190 bhp @ 4000 rpm	400 Nm @ 1750 rpm	AWD	4657.0	1881.0	1678.0	5.0	67.0
1777	Mahindra	Scorpio S2	950000	2018	41000	Diesel	Manual	Patna	Blue	First	Individual	2523 cc	75 bhp @ 3200 rpm	200 Nm @ 1400 rpm	RWD	4456.0	1820.0	1930.0	8.0	60.0
1778	Volvo	XC90 D5 Inscription	8500000	2021	32500	Diesel	Automatic	Ahmedabad	White	First	Individual	1969 cc	232 bhp @ 4250 rpm	480 Nm @ 1750 rpm	AWD	4953.0	2008.0	1776.0	7.0	71.0
1779	Audi	A6 35 TDI Matrix	1975000	2015	61000	Diesel	Automatic	Delhi	White	Second	Individual	1968 cc	190 bhp @ 3800 rpm	400 Nm @ 1750 rpm	FWD	4933.0	1874.0	1455.0	5.0	75.0
1780	Mercedes-Benz	GLE 250 d	4200000	2017	85000	Diesel	Automatic	Ludhiana	Black	First	Individual	2143 cc	201 bhp @ 3800 rpm	500 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
1781	Mercedes-Benz	C-Class C 220d Progressive [2018-2019]	3500000	2019	55000	Diesel	Automatic	Pune	Black	Second	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
1783	Mercedes-Benz	GLA 200 d Sport	1825000	2016	58000	Diesel	Automatic	Lucknow	White	First	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1600 rpm	FWD	4424.0	1804.0	1494.0	5.0	50.0
1788	Maruti Suzuki	Ertiga ZDi	621000	2013	72000	Diesel	Manual	Mumbai	Blue	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4265.0	1695.0	1685.0	7.0	45.0
1789	Mitsubishi	Pajero 2.5 AT	1475000	2016	82000	Diesel	Automatic	Mumbai	Grey	First	Individual	2477 cc	176 bhp @ 4000 rpm	350 Nm @ 1800 rpm	RWD	4695.0	1815.0	1840.0	7.0	70.0
1790	Toyota	Fortuner 3.0 4x2 AT	1800000	2015	86000	Diesel	Automatic	Ludhiana	White	Second	Individual	2982 cc	169 bhp @ 3600 rpm	360 Nm @ 1400 rpm	RWD	4705.0	1840.0	1850.0	7.0	80.0
